Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
715,Florian Dietz,de GER,"FW,MF",Köln,de Bundesliga,24.0,1998.0,5,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29.0,1993.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22.0,2001.0,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17
722,Edan Diop,fr FRA,"MF,DF",Monaco,fr Ligue 1,18.0,2004.0,10,0,163,1.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Issa Diop,fr FRA,DF,Fulham,eng Premier League,26.0,1997.0,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,11.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
724,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23.0,2000.0,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36
725,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20.0,2003.0,25,16,1314,14.6,1,0,1,1,0,0,2,0,1.5,1.5,1.1,2.6,63.0,80.0,55.0,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18
726,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,25.0,1998.0,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
728,Tiago Djaló,pt POR,DF,Juventus,it Serie A,23.0,2000.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,19.0,2004.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Djené,tg TOG,"DF,MF",Getafe,es La Liga,31.0,1991.0,33,30,2484,27.6,0,0,0,0,0,0,14,1,0.1,0.1,0.3,0.4,13.0,98.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02
731,Koffi Djidji,ci CIV,DF,Torino,it Serie A,30.0,1992.0,13,8,759,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
732,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30.0,1993.0,37,32,2832,31.5,0,1,1,0,0,0,5,0,0.8,0.8,0.7,1.5,6.0,79.0,10.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31.0,1992.0,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17.0,2005.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Lewis Dobbin,eng ENG,MF,Everton,eng Premier League,20.0,2003.0,12,1,232,2.6,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6.0,3.0,20.0,0.39,0.0,0.39,0.39,0.39,0.11,0.19,0.3,0.11,0.3
737,Dodô,br BRA,DF,Fiorentina,it Serie A,24.0,1998.0,9,7,523,5.8,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25.0,1998.0,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7.0,65.0,6.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
739,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,31.0,1992.0,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12.0,31.0,64.0,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17
740,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,21.0,2002.0,12,11,830,9.2,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,23.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
741,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,21.0,2002.0,16,15,1343,14.9,0,2,2,0,0,0,5,0,0.2,0.2,1.1,1.3,30.0,33.0,45.0,0.0,0.13,0.13,0.0,0.13,0.01,0.08,0.09,0.01,0.09
743,Jeremy Doku,be BEL,FW,Rennes,fr Ligue 1,21.0,2002.0,2,1,111,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,11.0,5.0,19.0,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64
744,Jaume Doménech,es ESP,GK,Valencia,es La Liga,32.0,1990.0,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22.0,2001.0,22,18,1584,17.6,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,11.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
746,Mario Dominguez,es ESP,FW,Valencia,es La Liga,19.0,2004.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59
747,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,25.0,1998.0,26,19,1495,16.6,2,2,4,2,0,0,4,0,1.3,1.3,1.0,2.3,14.0,91.0,43.0,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14
748,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,25.0,1998.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
749,Giulio Donati,it ITA,DF,Monza,it Serie A,33.0,1990.0,4,0,36,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.46,0.51,0.05,0.51
750,Jamie Donley,eng ENG,FW,Tottenham,eng Premier League,18.0,2005.0,3,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24.0,1999.0,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Patrick Dorgu,dk DEN,"DF,MF",Lecce,it Serie A,18.0,2004.0,32,17,1564,17.4,2,0,2,2,0,0,6,0,2.0,2.0,1.6,3.6,37.0,49.0,86.0,0.12,0.0,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21
753,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25.0,1998.0,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,12.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
755,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22.0,2001.0,17,7,708,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23.0,2000.0,11,11,919,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
760,Guela Doué,ci CIV,DF,Rennes,fr Ligue 1,20.0,2002.0,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41.0,53.0,85.0,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12
762,Douglas,br BRA,MF,Nantes,fr Ligue 1,26.0,1997.0,25,22,1772,19.7,0,0,0,0,0,0,7,0,1.2,1.2,1.1,2.3,12.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12
763,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20.0,2003.0,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
767,Nikola Dovedan,at AUT,"MF,FW",Heidenheim,de Bundesliga,29.0,1994.0,21,5,656,7.3,3,1,4,3,0,0,0,1,1.9,1.9,0.6,2.6,12.0,22.0,25.0,0.41,0.14,0.55,0.41,0.55,0.26,0.09,0.35,0.26,0.35
768,Damion Downs,us USA,"FW,MF",Köln,de Bundesliga,19.0,2004.0,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.99,0.0,0.99,0.99,0.99,0.51,0.0,0.51,0.51,0.51
769,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,21.0,2001.0,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
770,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,21.0,2002.0,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
771,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,21.0,2002.0,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6.0,29.0,13.0,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1
772,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21.0,2002.0,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,3.0,0.5,3.5,16.0,20.0,35.0,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54
773,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,18.0,2005.0,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28.0,1995.0,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,27.0,1995.0,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16.0,81.0,39.0,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1
776,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34.0,1989.0,23,22,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,31.0,1991.0,5,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
782,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31.0,1991.0,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4.0,33.0,152.0,13.0,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12
783,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19.0,2003.0,23,3,475,5.3,5,0,5,5,0,0,5,0,2.0,2.0,0.3,2.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44
784,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,17.0,2006.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26.0,1997.0,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,18.0,64.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
788,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,27,19,1595,17.7,0,1,1,0,0,0,8,0,1.0,1.0,2.1,3.1,69.0,66.0,120.0,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18
789,George Earthy,eng ENG,FW,West Ham,eng Premier League,18.0,2004.0,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,2.65,0.0,2.65,2.65,2.65,0.82,0.0,0.82,0.82,0.82
790,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,18.0,2004.0,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,20.0,2002.0,31,20,1700,18.9,0,0,0,0,0,0,6,1,0.8,0.8,1.8,2.6,67.0,35.0,98.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14
792,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24.0,1999.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27.0,1995.0,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34.0,37.0,35.0,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.1,0.02,0.1
794,Ederson,br BRA,GK,Manchester City,eng Premier League,29.0,1993.0,33,33,2785,30.9,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,30.0,1992.0,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
798,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26.0,1996.0,33,33,2914,32.4,1,2,3,1,0,0,6,0,2.4,2.4,2.8,5.2,42.0,162.0,72.0,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16
799,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,20.0,2002.0,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
800,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28.0,1995.0,23,11,955,10.6,0,1,1,0,0,0,4,0,1.3,1.3,0.7,2.0,18.0,15.0,44.0,0.0,0.09,0.09,0.0,0.09,0.12,0.07,0.19,0.12,0.19
801,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,24.0,1998.0,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
802,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
803,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,21.0,2002.0,14,7,716,8.0,4,2,6,4,0,0,3,0,2.4,2.4,1.7,4.1,16.0,9.0,60.0,0.5,0.25,0.75,0.5,0.75,0.3,0.21,0.51,0.3,0.51
804,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21.0,2002.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
805,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,29.0,1994.0,29,10,1131,12.6,4,1,5,4,0,0,0,0,2.9,2.9,1.4,4.2,14.0,15.0,93.0,0.32,0.08,0.4,0.32,0.4,0.23,0.11,0.34,0.23,0.34
809,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,23.0,1999.0,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14.0,16.0,26.0,0.53,0.0,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19
810,Elif Elmas,mk MKD,"MF,FW",RB Leipzig,de Bundesliga,23.0,1999.0,14,2,266,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31
811,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31.0,1992.0,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
812,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29.0,1994.0,15,7,812,9.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,4.0,31.0,2.0,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1
813,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,26.0,1996.0,30,28,2482,27.6,2,1,3,2,0,0,5,0,1.6,1.6,0.1,1.7,37.0,109.0,6.0,0.07,0.04,0.11,0.07,0.11,0.06,0.0,0.06,0.06,0.06
815,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26.0,1997.0,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8.0,7.0,20.0,0.49,0.0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24.0,1999.0,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21.0,57.0,35.0,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05
819,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,19.0,2004.0,12,5,475,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28.0,21.0,29.0,0.0,0.38,0.38,0.0,0.38,0.27,0.32,0.59,0.27,0.59
820,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30.0,1993.0,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10.0,101.0,21.0,0.05,0.0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12
821,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3.0,23.0,52.0,62.0,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
822,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31.0,1992.0,22,12,1141,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,20.0,68.0,23.0,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26
823,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25.0,1998.0,32,31,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,19.0,78.0,11.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30.0,1993.0,25,18,1697,18.9,1,2,3,1,0,0,2,1,1.9,1.9,1.7,3.6,4.0,66.0,14.0,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.1,0.19
825,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27.0,1995.0,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31.0,1992.0,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41.0,113.0,89.0,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34.0,1989.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21.0,2002.0,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21.0,2002.0,12,12,995,11.1,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,8.0,23.0,10.0,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04
830,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26.0,1996.0,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18
832,Karl Etta,cm CMR,FW,Cádiz,es La Liga,19.0,2004.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35.0,1988.0,23,15,1392,15.5,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,7.0,37.0,1.0,0.0,0.06,0.06,0.0,0.06,0.0,0.08,0.08,0.0,0.08
835,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21.0,2001.0,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37
837,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,20.0,2003.0,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6.0,11.0,17.0,41.0,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51
839,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22.0,2001.0,8,4,437,4.9,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,8.0,23.0,15.0,0.0,0.41,0.41,0.0,0.41,0.08,0.15,0.23,0.08,0.23
840,Romain Faivre,fr FRA,"MF,FW",Bournemouth,eng Premier League,25.0,1998.0,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
841,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25.0,1998.0,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68.0,102.0,78.0,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28
842,Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,17.0,2006.0,3,1,94,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2
844,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Fali,es ESP,DF,Cádiz,es La Liga,29.0,1993.0,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.8,0.8,0.1,0.9,16.0,82.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31.0,1991.0,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13.0,28.0,31.0,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11
847,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31.0,1991.0,8,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7.0,17.0,16.0,0.0,0.23,0.23,0.0,0.23,0.02,0.08,0.11,0.02,0.11
